Id,SalePrice
1101,396969.2485722621
1102,959.7837104357143
1103,24677.9459354265
1104,42694588.225054406
1105,3602595.3937285845
1106,30882697.768519457
1107,166829078.39587682
1108,5245890402.089341
1109,17509.434853446954
1110,32591768.150095
1111,6307.750585357701
1112,99677.61996097479
1113,1633.3515654837765
1114,31795.752464935867
1115,47043.716334047145
1116,1310037550.8373885
1117,34670.32996402283
1118,14633.888142837282
1119,106.66634505990979
1120,26847.212391358902
1121,570680.8135745148
1122,205131.67919121563
1123,2474.285241375199
1124,24.304301239618653
1125,343.978157864981
1126,1396808.794009245
1127,1677160.6178968328
1128,209616471.9283192
1129,824709.8079609865
1130,6790.735736213414
1131,812946621.1984717
1132,712.374143894397
1133,3889032.4075939497
1134,137269.27000739198
1135,95931.98638700348
1136,84419.04626629358
1137,310370.8712837356
1138,11043777.722236257
1139,173407.52622521567
1140,49837663.044566676
1141,2641929.304014999
1142,196845.01733275817
1143,149371312418.40915
1144,5737.221449154747
1145,313558.4210634246
1146,147711.49152223085
1147,488.39110054476123
1148,476782.87935606105
1149,34330.480017192414
1150,156080.77857608075
1151,248378.3924047842
1152,16621869.368472017
1153,122922.75908384468
1154,90521.67492491643
1155,6761.805685686223
1156,1802.212546976749
1157,2132771.8623797027
1158,937621.480922006
1159,5030429.085867968
1160,45166.50220113064
1161,551981.8415927673
1162,3954976.0821186053
1163,47020.1822747717
1164,3188483.699427607
1165,25170.64301739792
1166,104490.55720166367
1167,53402.131861579146
1168,75275.66475625573
1169,5664583.456630407
1170,846.6676046737668
1171,96592.6851396205
1172,15204580.190747868
1173,667.6036425626461
1174,166.07895936450953
1175,16652131.079800347
1176,144250024.26260233
1177,190318.23285688306
1178,16.098988531222744
1179,253682.45816985733
1180,-0.8736291852189726
1181,299568.7002351088
1182,6174.647966177454
1183,2793954.0283992607
1184,6029176.9734756695
1185,126146.0595451563
1186,83291.23370153662
1187,1428073.5510243066
1188,957.2275222322896
1189,47802.22261643848
1190,1572.5228021876062
1191,31.334598715895666
1192,492712.09614258556
1193,480303.7585748751
1194,291474.9867227842
1195,896.4316076207558
1196,15452.564770993842
1197,3065375.4425568036
1198,2221390.435466186
1199,26122.05703468774
1200,374196.5601332857
1201,124947.74873463449
1202,84304.03137856843
1203,12836.869827392487
1204,18317.69380994138
1205,176435.7975963807
1206,37768002.84393598
1207,72.74599373156859
1208,4093872.501482409
1209,89414323.99190682
1210,9928396.278271742
1211,54717.316886943896
1212,37876.427071511906
1213,3837.299087433649
1214,509212.9466804313
1215,919006.9665497814
1216,23368.529025005293
1217,6545842.9313838035
1218,9788.953476015995
1219,5379.358408262487
1220,-0.9999628692274276
1221,4923.124678570826
1222,48985.775447490116
1223,1068814.757838486
1224,4311574.625243325
1225,3060.3331767327454
1226,9982938.570917139
1227,1589330.1894273695
1228,2093.979919101588
1229,92518.20487159489
1230,1668539.3949681341
1231,449090.2145910234
1232,173753.9317328861
1233,22846.134881006998
1234,3375186.516236593
1235,204498378.4501536
1236,1750182.4536480156
1237,8048326.937963791
1238,1085994.0189646133
1239,415000.6116826456
1240,15701.29650173423
1241,3868.294565439535
1242,67227.03679595579
1243,9643619.531838866
1244,4803889.253172716
1245,12592082.94718602
1246,8540.300096345458
1247,2544.3269861487047
1248,76.85704061234323
1249,17996697.93225028
1250,35361.915864258546
1251,35021.26578858162
1252,496.0203112962697
1253,1769.0685906924398
1254,-0.691832629968879
1255,803.0862190195961
1256,1352568.0313009268
1257,1158523.4284413403
1258,28410.005668151134
1259,587399.2837595894
1260,669714.7444539253
1261,574305970.8520569
1262,162212.95212401418
1263,986571.3327029967
1264,21286870.224002127
1265,8380097.698610893
1266,38723.4558836609
1267,39313928.40513687
1268,465892.4546256638
1269,60787542425.48285
1270,47551.9363473104
1271,847591896.09763
1272,32468.646970650385
1273,1532.0593987307325
1274,832270.7727957596
1275,1998.1678854167633
1276,66824.72709459886
1277,44.53608708629597
1278,38183.675409913834
1279,739653.2024799898
1280,1666227.3103624268
1281,804644.5630057838
1282,35.30945121676579
1283,97360.66784125044
1284,2520390.115421049
1285,9302680894614.086
1286,32451.083939108314
1287,404329.7684555874
1288,-0.7519831390948397
1289,4903217.141047749
1290,28275.602461025577
1291,1333944.1637681786
1292,1737.158109365154
1293,829095715125627.2
1294,623093.6762569537
1295,50829.60838103726
1296,38202.44875303468
1297,397319.38275767985
1298,222477.48580851828
1299,7.794690928145099e+21
1300,8.34974789391754
1301,84319.69084264853
1302,19445.98327652975
1303,159903.1408092815
1304,50169.04749446264
1305,1328215.9680847428
1306,9578971.797652412
1307,187282.44780636497
1308,53624.2490354581
1309,3510.4613023598317
1310,895.9374749400798
1311,16417610.843512135
1312,677638.9256064502
1313,7.96552199823865
1314,7058267.3778392775
1315,23671.2806813393
1316,1563331.683585103
1317,40479.02880949776
1318,125016477.91299924
1319,997961.7448743914
1320,4625.299385842706
1321,18462.767976594216
1322,1011.5698956299491
1323,5153095.189008115
1324,12645008.765784724
1325,5303.337678740445
1326,499871.43769022037
1327,1748491.7622341102
1328,547.9198354373661
1329,52200617008.223076
1330,364959.63240520144
1331,18914.955873793784
1332,6728.256137775844
1333,230254.35353432255
1334,236809.361516787
1335,465.34790898687123
1336,3248975.1044556275
1337,73031.39126945037
1338,728837.2723401579
1339,4955.927428923031
1340,22931.691303851952
1341,76548.04136276727
1342,15294.364107468691
1343,10585.365920640917
1344,119931149.74851519
1345,1322294.5638831365
1346,31339.94811409573
1347,7162.3194321127485
1348,1338231.0156405536
1349,291931202.5263595
1350,101.70620819560558
1351,424807.3679850422
1352,92549.06990052106
1353,945523.7809674687
1354,129754237.9886682
1355,2234592.0872520413
1356,360016.1479902586
1357,2014.4082386354855
1358,1680.8032126224932
1359,152855.8222091027
1360,106695118.8248261
1361,5780.607776237588
1362,9672109.520339884
1363,12596.850319185727
1364,152322.4044100725
1365,2694.361670539589
1366,2277.9922895443788
1367,33498.510996128156
1368,1606497.6908900675
1369,102291.79314514853
1370,3638.571821911554
1371,1692.63926173592
1372,2171200.551698279
1373,11633169.163231649
1374,2648629535.0219564
1375,610269.0614145419
1376,475567.6644901363
1377,40252.37194374897
1378,258471.10877726472
1379,2918.9093249718812
1380,154.1391903883261
1381,249868.57295595735
1382,25520838880.704643
1383,15124964.812006896
1384,203435.2881334046
1385,104119.89701027512
1386,258.7032975770322
1387,137482.86192898164
1388,37165125208134.77
1389,3851967.3976259595
1390,28210531.93135928
1391,41833.44096107465
1392,113520.65023001151
1393,33597.950537439785
1394,4968641.09344493
1395,358096.39186854067
1396,25842.17057757408
1397,11.68433418804857
1398,24348.18218610241
1399,4080.8319662114277
1400,241004.78280057182
1401,545469.1380896645
1402,137269.56626562824
1403,59634.38220480652
1404,18527.52720804716
1405,374078.5234788217
1406,21079962.47988822
1407,56003.697083558676
1408,8466.110802099221
1409,1552044.9987169579
1410,1110.5133635479503
1411,65522.69140962962
1412,279979.26040477486
1413,37893.71308505368
1414,34003639.18240208
1415,10539191.851410415
1416,66358.3333231955
1417,132654120.72262901
1418,37677.21367421018
1419,1361.8962792226303
1420,2515730.406917504
1421,11984.188649034595
1422,18841.975255085938
1423,96867.72173350203
1424,31.139252043005378
1425,367706.5751942124
1426,297012.3036629684
1427,6013765.212709061
1428,161756.10653497474
1429,1823.2372180875457
1430,73721.59913869613
1431,153359930.21239865
1432,3956.5314278713813
1433,9114.523695918755
1434,118632.20993108522
1435,174539.9322357983
1436,1621651.7418844593
1437,20059.004333570872
1438,32074.80113514926
1439,75601268.69321066
1440,5057.231814217963
1441,2046321.970410243
1442,97957.80327217196
1443,931182.8401417348
1444,529233.2960728167
1445,9042.640253935675
1446,217.39727151497465
1447,1527.0006219152312
1448,51272.31465959828
1449,25657.325683488707
1450,1.2013084268758832e+16
1451,5245422.768930799
1452,15926.42589410229
1453,209108.19521439535
1454,202.12748569794945
1455,8542.360682069611
1456,7917.681658151258
1457,389886229.4152027
1458,1301.0151458607427
1459,448.7410806472614
1460,886869778.0065254
